Játékos;Poszt;Státusz;Szül. év.;Mag.;Töm.;Csapat
SZIGEDI Bence;PG;Hazai;1998;186;74;Jászberény
SZIGETI Ferenc;G;Hazai;1959;186;80;Budapesti Honvéd, Oroszlány, Volán SC
SZIGETI John;FC;Hazai;1973;203;110;Atomerőmű SE, Debreceni KK
SZIGETVÁRI Zoltán;G;Hazai;1966;185;75;Videoton
SZIKES Attila;PF;Hazai;1956;197;80;Budapest SE, ZTE KK
SZILÁGYI László;G;Hazai;1954;182;;Hódmezővásárhely
SZILÁGYI Máté;G;Hazai;1988;192;;Debreceni KK
SZILÁGYI Péter;PF;Hazai;2006;201;89;Debreceni EAC
SZILÁGYI Tamás;PG;Hazai;1984;187;;Dombóvár
SZILASSY László;G;Hazai;1955;183;80;Testnevelési Főiskola, Videoton
SZILI Tamás;SG;Hazai;1977;190;83;Dombóvár
SZIRMAI Zoltán;G;Hazai;1954;185;79;MAFC
SZITA Márton;GF;Hazai;2006;194;95;NKA Pécs
Valerij SZIZOV;SF;Légiós;1965;198;;Alba Fehérvár
SZLÁVIK Balázs;PG;Hazai;1973;184;80;Soproni MAFC
SZLÁVIK Csaba;FC;Hazai;1954;200;90;Körmend
SZLÁVIK Gábor;SG;Hazai;1968;188;75;Sopron KC
SZLÁVIK József;SG;Hazai;1969;188;80;Matáv Pécs, Sopron KC, Soproni MAFC
SZLÁVIK Mátyás;G;Hazai;1981;190;81;Körmend
SZLÁVIK Tamás;GF;Hazai;1987;195;80;Körmend
SZOBI Dániel;SF;Hazai;1989;197;85;Nyíregyháza, TF-Budapest
SZOBOSZLAI István;;Hazai;1941;;;Alba Fehérvár
SZÖGI Ádám;PG;Hazai;1990;185;76;Hódmezővásárhely, Jászberény, Szolnoki Olajbányász
SZŐKE Balázs;SF;Hazai;1976;199;89;Dombóvár, Kaposvári KK, Pécsi VSK
SZŐKE Bálint;SF;Hazai;2005;199;90;Kaposvári KK
SZŐKE Péter;GF;Hazai;2002;188;79;Jászberény
SZŐKE Péter;SF;Hazai;1967;195;80;Szegedi EOL
SZŐKE Tamás;PG;Hazai;1991;;;Kecskemét
SZOKOLIK Gergely;G;Hazai;1978;190;85;Budapesti Honvéd
SZOLNOKI Attila;F;Hazai;1970;195;89;Kecskemét
SZŐNYI Dániel;FC;Hazai;1994;200;102;Kaposvári KK
Oleg SZOSZNOVSZKIJ;PG;Légiós;;;;Csepel
SZTEFANOVICS Ivan;F;Hazai;1980;203;105;Kecskemét, Szedeák
SZTOJANOVICS Szrdjan;F;Hazai;1991;196;88;Pécsi VSK
SZŰCS Balázs;SF;Hazai;1977;196;95;Bajai Honvéd, Bajai SK, Százhalombatta
SZŰCS Béla;FC;Hazai;1956;197;95;Volán SC
SZŰCS Ervin;C;Hazai;1967;204;90;Szegedi EOL, ZTE KK
SZŰCS Gábor;SF;Hazai;1975;195;;Szolnoki Olajbányász
SZŰCS János;;Hazai;;;;Vasas
SZŰCS József;FC;Hazai;1954;202;100;ZTE KK
SZŰCS László;GF;Hazai;1959;190;72;Egri TANÉP, ZTE KK
SZUGYICZKI Máté;FC;Hazai;2005;202;96;Szolnoki Olajbányász
Mihail SZUHOV;F;Légiós;1953;197;88;Volán SC
SZUNYOGHY Tamás;F;Hazai;1986;197;95;Debreceni KK
SZUPPER Péter;PG;Hazai;1974;180;;Videoton
Szergej SZVETNYIK;FC;Légiós;1969;205;;Hódmezővásárhely
Tadija TADIĆ;G;Légiós;1999;193;87;Debreceni EAC
TAGA György;C;Hazai;;203;;Volán SC
TAIWO Samuel;C;Hazai;2000;205;92;Atomerőmű SE, Szolnoki Olajbányász
TAKÁCS András;FC;Hazai;1992;200;102;ZTE KK
TAKÁCS Arnold;PG;Hazai;2002;185;70;Kaposvári KK
TAKÁCS Attila;PG;Hazai;1972;182;78;Kecskemét, Szolnoki Olajbányász
TAKÁCS Dániel;SF;Hazai;1986;196;95;Debreceni Egyetem, Debreceni KK, Factum Sport Debrecen
TAKÁCS Dániel;G;Hazai;1996;185;82;Budapesti Honvéd
TAKÁCS Endre;PF;Hazai;1980;203;94;Debreceni KK
TAKÁCS Endre;SF;Hazai;1966;196;92;Debreceni KK
TAKÁCS Erik;PF;Hazai;2002;200;88;Kecskemét
TAKÁCS Gábor;GF;Hazai;1972;190;86;Alba Fehérvár
TAKÁCS Gergely;GF;Hazai;1989;190;85;Kaposvári KK
TAKÁCS Kristóf;GF;Hazai;2002;194;95;Körmend, Sopron KC
TAKÁCS Martin;SG;Hazai;2000;195;85;Alba Fehérvár, ZTE KK
TAKÁCS Milán;G;Hazai;2000;190;90;Alba Fehérvár, ZTE KK
TAKÁCS Norbert;SF;Hazai;1990;198;95;MAFC, Sopron KC
TAKÁCS Sándor;PF;Hazai;1964;200;94;Budapesti Honvéd, Csepel
TAKÁCS Sándor;GF;Honosított;1966;195;90;Bajai SK, Dombóvár, Szolnoki Olajbányász
TAKÁCS Zsolt;PF;Hazai;2003;200;92;Falco KC Szombathely, Oroszlány
TAKÁTS Krisztián;GF;Hazai;1976;192;86;Sopron KC
TALJÁN Géza;GF;Hazai;1959;193;85;Kaposvári Honvéd Táncsics, Pécsi VSK
TALLÁR Tamás;G;Hazai;1959;185;;Testnevelési Főiskola
TÁLOS Zoltán;SG;Hazai;1969;188;80;MAFC, Sopron KC, Tungsram
TAMÁS Péter;SG;Hazai;1987;193;;Dombóvár
TAMÁS Zoltán;SG;Hazai;1971;192;85;Bajai Honvéd, Bajai SK, Dombóvár
TAMIR Daniel;C;Hazai;1991;208;108;ZTE KK
TANÁCS Attila;PF;Hazai;1982;201;100;Kecskemét, Szedeák
TANOH DEZ András;SG;Hazai;2002;192;89;Budapesti Honvéd, Falco KC Szombathely
TARI György;G;Hazai;1950;182;80;Egri TANÉP
TARJÁN Izsák;FC;Hazai;2002;200;106;Budapesti Honvéd, Kaposvári KK
TARJÁNI Péter;GF;Hazai;1955;192;85;Oroszlány, Vasas, Volán SC
Nikša TARLE;C;Légiós;1972;208;112;Falco KC Szombathely
TARNAI Béla;PF;Hazai;1958;196;94;Atomerőmű SE, Csepel
TÁRNOK Ferenc;PG;Hazai;1980;;;Debreceni KK
Ricky TARRANT;SG;Légiós;1993;188;83;Atomerőmű SE
Jaylon TATE;PG;Légiós;1995;191;77;Szedeák
Brandon TAYLOR;PG;Légiós;1994;178;77;Alba Fehérvár
Deshon TAYLOR;G;Légiós;1996;188;84;Atomerőmű SE
Dwayne TAYLOR;SF;Légiós;1966;195;;Alba Fehérvár
Jimmie TAYLOR;C;Légiós;1995;208;109;Debreceni EAC
Joseph TAYLOR;PF;Légiós;1985;203;102;TF-Budapest
Kameron TAYLOR;GF;Légiós;1994;198;95;Pécsi VSK
Kammron TAYLOR;G;Légiós;1984;188;79;Szolnoki Olajbányász
Ronnie TAYLOR;PG;Légiós;1981;187;90;Nyíregyháza, Szolnoki Olajbányász, Vasas
Steve TAYLOR;PF;Légiós;1993;206;109;Falco KC Szombathely
Travis TAYLOR;FC;Légiós;1990;203;100;Körmend, Sopron KC
Willie TAYLOR;SF;Légiós;1980;198;91;Atomerőmű SE
Guy TCHICAMBOUD;F;Légiós;1958;196;80;Szegedi EOL
Vernon TEEL;G;Légiós;1987;193;86;ZTE KK
TELEGDY Péter;G;Hazai;1961;194;87;Budapest SE
TELEGDY Zoltán;PF;Hazai;1964;200;88;MAFC
Marcel ȚENTER;PG;Légiós;1969;187;78;Hódmezővásárhely, Kaposvári KK, Százhalombatta
Xavier THAMES;G;Légiós;1991;190;87;Debreceni EAC, Körmend
THEISZ Péter;PG;Hazai;1975;189;;Alba Fehérvár
Cleveland THOMAS;G;Légiós;1993;193;88;Kecskemét
Dustin THOMAS;PF;Légiós;1995;203;102;Szolnoki Olajbányász
Jan-Michael THOMAS;PG;Légiós;1977;186;;Szolnoki Olajbányász
Jermaine THOMAS;G;Honosított;1984;188;88;Dombóvár, Falco KC Szombathely, Körmend, MAFC, Sopron KC
Kevin THOMAS;SG;Légiós;1982;193;91;Falco KC Szombathely, ZTE KK
Khalid THOMAS;FC;Légiós;1999;208;95;Oroszlány
Tyler THOMAS;SG;Légiós;2000;191;88;Alba Fehérvár
Bernard THOMPSON;SG;Légiós;1993;191;81;Kecskemét, Sopron KC, ZTE KK
Jonathon THOMPSON;G;Légiós;1990;193;90;Sopron KC
Josh THOMPSON;G;Légiós;1996;181;93;Sopron KC
Sam THOMPSON;F;Légiós;1992;201;93;Vasas
Rob THOMSON;C;Légiós;1982;208;110;Debreceni KK
Jay THREATT;PG;Légiós;1989;180;79;Sopron KC
THUMA Róbert;GF;Hazai;1972;193;;Hódmezővásárhely, Szegedi EOL
TIBA János;SF;Hazai;1979;195;;Csepel
Matt TIBY;FC;Légiós;1992;203;109;Atomerőmű SE, Falco KC Szombathely
Kevin TIGGS;GF;Légiós;1984;196;100;Sopron KC
TIGYI Árpád;C;Hazai;1982;203;93;Szedeák
TIMÁR László;FC;Hazai;1964;200;86;Budapest SE, Szegedi EOL
Chad TIMBERLAKE;G;Légiós;1984;193;95;Falco KC Szombathely, ZTE KK
TIMKÓ Norbert;C;Légiós;1992;211;107;Alba Fehérvár, Factum Sport Debrecen, MAFC
TISZAI Árpád;SG;Hazai;1974;189;;Szegedi EOL
TÓDIKA László;G;Hazai;1955;177;79;Volán SC
TŐKE Ferenc;;Hazai;;;;Alba Fehérvár, Kaposvári Honvéd Táncsics
Sage TOLBERT;FC;Légiós;1999;203;95;Körmend
Bojan TOMAŠEVIĆ;PF;Légiós;2001;203;102;Kecskemét
Boban TOMIĆ;PG;Hazai;1988;189;87;Falco KC Szombathely
Zoran TOMIĆ;SG;Légiós;1962;191;;Debreceni KK
TÖMÖSVÁRY Máté;C;Hazai;1983;205;107;Dombóvár, Kaposvári KK
TOMPA Kristóf;SG;Hazai;1987;190;;Körmend
TÖRCSVÁRY Miklós;FC;Hazai;1958;197;84;Szegedi EOL
TORNÓCZKY Jean-Claude;F;Hazai;1986;199;93;Kecskemét
Arnaldo TORO;C;Légiós;1997;203;112;Falco KC Szombathely
TÖRÖK Balazs;FC;Hazai;1994;202;90;Sopron KC
TÖRÖK László;G;Hazai;1963;187;83;Körmend
TÖRÖK Raphael;SF;Hazai;1982;197;;Dombóvár
TÖRÖK Rolland;FC;Hazai;1990;203;108;Jászberény, Körmend
TÖRÖK Zsolt;GF;Hazai;1966;194;77;Körmend
Denis TOROMAN;G;Légiós;1982;194;90;Atomerőmű SE, Körmend, MAFC
TÓTH Ádám;C;Hazai;1989;208;115;Atomerőmű SE, Debreceni EAC, Szolnoki Olajbányász, ZTE KK
TÓTH Ádám;G;Hazai;1971;192;;Budapesti Honvéd, Kecskemét
TÓTH Árpád;GF;Hazai;1973;196;;Csepel
TÓTH Árpád;SF;Hazai;1976;199;92;ZTE KK
TÓTH Attila;SF;Hazai;1960;194;87;Budapesti Honvéd, Debreceni KK, Kecskemét, Szegedi EOL, Szolnoki Olajbányász
TÓTH Balázs;SF;Hazai;2003;194;81;Kecskemét
TÓTH Barna;G;Hazai;2003;188;88;Kecskemét
TÓTH Barnabás;SG;Hazai;2006;185;80;ZTE KK
TÓTH Béla;GF;Hazai;1969;192;86;Kecskemét
TÓTH Bence;PG;Hazai;2000;184;73;Debreceni EAC, Oroszlány
TÓTH Benjámin;PG;Hazai;1976;190;82;MAFC
TÓTH Dániel;F;Hazai;1991;196;76;Nyíregyháza
TÓTH Gábor;SF;Hazai;1978;196;90;Debreceni Egyetem, Debreceni KK, Factum Sport Debrecen, Nyíregyháza
TÓTH Gábor;G;Hazai;1961;185;66;Veszprém
TÓTH Gergely;FC;Hazai;1989;205;120;Körmend, Nyíregyháza, Sopron KC, ZTE KK
TÓTH Gergő;FC;Hazai;2002;202;100;Nyíregyháza
TÓTH Géza;G;Hazai;1957;180;78;Pécsi EAC
TÓTH Géza;SF;Hazai;1953;192;88;Pécsi VSK
TÓTH József;PG;Hazai;2005;188;76;Szolnoki Olajbányász
TÓTH Károly;G;Hazai;1965;189;77;Budapesti Honvéd, Oroszlány
TÓTH László;;Hazai;;;;Videoton
TÓTH László;GF;Hazai;1964;189;80;Sopron KC
TÓTH Máté;GF;Hazai;1993;188;74;Pécsi VSK
TÓTH Norbert;FC;Hazai;1986;204;95;Alba Fehérvár, Falco KC Szombathely, Kecskemét, Körmend, Pécsi VSK, Szolnoki Olajbányász
TÓTH Olivér;G;Hazai;1989;185;80;ZTE KK
TÓTH Patrik;FC;Hazai;2004;202;102;Kecskemét
TÓTH Péter;G;Hazai;1988;200;91;Alba Fehérvár, Atomerőmű SE, Kaposvári KK, Kecskemét
TÓTH Szabolcs;C;Hazai;1977;208;110;MAFC
TÓTH Tibor;G;Hazai;2001;182;75;Jászberény
TÓTH Tibor;GF;Hazai;1960;192;90;Alba Fehérvár, Pécsi EAC, Szolnoki Olajbányász, Videoton
TÓTH Viktor;SG;Hazai;1988;192;;Kecskemét
TÓTH Viktor;GF;Hazai;1989;190;90;Atomerőmű SE
TÓTH Viktor;SG;Hazai;1986;185;82;Szolnoki Olajbányász
TÓTH Viktor;G;Hazai;1957;186;83;Kecskemét, Testnevelési Főiskola
TÓTH Zoltán;G;Hazai;1994;178;78;Szolnoki Olajbányász
TÓTH Zoltán;GF;Hazai;1957;190;;Kaposvári KK, Szolnoki Olajbányász
TÓTH Zoltán;PG;Hazai;1959;180;85;Szolnoki Olajbányász
TÓTH Zoltán;C;Hazai;1970;204;96;Sopron KC
TÓTH-ERDEI Máté;G;Hazai;2005;175;70;Körmend
Darian TOWNES;C;Légiós;1984;208;113;Körmend, Sopron KC
Marques TOWNES;SG;Légiós;1995;193;95;Kecskemét
David TOYA;G;Légiós;1976;200;85;Alba Fehérvár, Debreceni KK, Körmend, Nyíregyháza
Bojan TRAJKOVSKI;FC;Légiós;1988;206;115;Atomerőmű SE
Darrion TRAMMELL;PG;Légiós;2000;178;78;Kaposvári KK
TRÁSER Nándor;F;Hazai;2001;196;79;Szedeák
TREPÁK Zoltán;C;Hazai;1977;210;115;Csepel, Falco KC Szombathely, Kaposvári KK, Nyíregyháza, Sopron KC, Szolnoki Olajbányász, ZTE KK
D'Mitrik TRICE;PG;Légiós;1996;183;84;ZTE KK
Mitar TRIVUNOVIĆ;GF;Légiós;1977;196;90;Nyíregyháza
Obie TROTTER;PG;Honosított;1984;185;82;Szolnoki Olajbányász
TRUMMER László;SF;Hazai;1955;195;90;Körmend
TRUMMER Rudolf;SF;Hazai;1978;196;93;Debreceni KK, Körmend
Nenad TRUNIĆ;PG;Légiós;1968;185;82;Alba Fehérvár
TRUPP Roland;PG;Hazai;1976;185;83;Dombóvár
Dmitrij TRUSIN;SG;Légiós;1966;195;;Alba Fehérvár
Sztavrosz TUCIARAKISZ;C;Légiós;1987;210;104;MAFC
Anthony TUCKER;G;Légiós;1989;193;95;Szedeák
Dakarai TUCKER;SF;Légiós;1994;196;88;Szolnoki Olajbányász
Mujo TULJKOVIĆ;F;Légiós;1979;203;98;Szolnoki Olajbányász
TUNCZINGER Attila;SG;Hazai;1978;185;75;Atomerőmű SE
Justin TUOYO;C;Légiós;1994;208;107;Körmend
TURCSÁN Zsolt;GF;Hazai;1969;196;87;Atomerőmű SE, Debreceni KK, Kaposvári KK, Sopron KC, Tungsram
Frank TURNER;PG;Légiós;1988;178;80;Alba Fehérvár, Körmend
Ray TURNER;FC;Légiós;1990;206;105;Falco KC Szombathely
TÚRÓCZI Tamás;SF;Hazai;1984;198;94;Salgótarjáni KSE, Szolnoki Olajbányász
TURSICS Krisztián;G;Hazai;1992;190;90;MAFC
TURSICS Olivér;PG;Hazai;1973;190;86;Csepel, MAFC, Sopron KC
Ken TUTT;PG;Légiós;1984;185;91;Szolnoki Olajbányász
Andrej TYAGUSZOV;PG;Légiós;1963;185;;Pécsi VSK
Andrej TYUBIN;F;Légiós;1960;204;94;Szolnoki Olajbányász
Marcus TYUS;G;Légiós;1994;185;86;Debreceni EAC
Manny UBILLA;PG;Légiós;1986;188;84;Kaposvári KK, ZTE KK
UDEMEZUE Promise;SF;Hazai;2005;198;78;Debreceni EAC
UGAROS Máté;GF;Hazai;1988;194;85;Sopron KC
UGHY Albert;PG;Hazai;1979;180;74;Egri Fekete Sasok, Hódmezővásárhely, Salgótarjáni KSE
Henry UHEGWU;SG;Légiós;1982;191;82;Kaposvári KK
ÚJHELYI Botond;C;Hazai;1976;203;;Nagykőrös
ÚJHELYI Gábor;FC;Hazai;1952;198;96;MAFC
UJVÁRI Attila;SF;Hazai;1975;193;;Szolnoki Olajbányász
ÚJVÁRI Miklós;;Hazai;1947;;;Vasas
Ezenwa UKEAGU;C;Légiós;1981;203;115;Salgótarjáni KSE
Tate UNRUH;G;Légiós;1990;193;82;Nyíregyháza
URBÁN Zoltán;F;Hazai;1962;196;90;Bajai SK, Videoton
Gennagyij USZPENSZKIJ;PF;Légiós;1969;210;;Budapesti Honvéd
UTASI Gábor;GF;Hazai;1979;193;90;Hódmezővásárhely
VADKERTI Zsolt;C;Hazai;1974;213;;Atomerőmű SE, Nagykőrös, Oroszlány
VÁGVÖLGYI Ákos;SG;Hazai;1996;194;86;Szedeák
VÁGVÖLGYI Tamás;GF;Hazai;1953;192;80;ZTE KK
Alfredas VAINAUSKAS;FC;Légiós;1961;207;98;Debreceni KK
Rytis VAIŠVILA;GF;Légiós;1971;194;93;Kecskemét, Szolnoki Olajbányász
VAJDA Attila;FC;Légiós;1981;204;;ZTE KK
VAJDA József;FC;Hazai;1970;203;88;MAFC
VAJDA Sándor;F;Hazai;1960;194;82;Kandó MFSC
VALACZKAY Győző;G;Hazai;1955;188;80;Hódmezővásárhely, Szegedi EOL
Jozef VÁLEK;PF;Légiós;1977;202;105;Egri Fekete Sasok
VALERIO-BODON Vincent;SF;Hazai;2001;207;97;Atomerőmű SE, Budapesti Honvéd, Debreceni EAC, Sopron KC
Tarik VALJEVAC;C;Légiós;1977;208;108;Kecskemét
VÁMOS Ádám;FC;Hazai;2003;199;100;Budapesti Honvéd
VÁMOSI Lóránt;C;Hazai;1969;205;85;Atomerőmű SE, MAFC
VÁNYI Tamás;PF;Hazai;1981;200;;Debreceni KK
VÁRADI Benedek;G;Hazai;1995;195;92;Falco KC Szombathely
VÁRADI Kornél;G;Hazai;1987;197;91;Falco KC Szombathely, Szolnoki Olajbányász
VÁRADY Attila;;Hazai;;;;Szolnoki Olajbányász
VARASDI János;PF;Hazai;1954;192;100;Pécsi VSK
VÁRBÍRÓ Gergő;G;Hazai;2001;192;85;Szolnoki Olajbányász
Hasan VARENCE;F;Légiós;1997;201;90;ZTE KK
VARGA Ádám;SF;Hazai;1992;193;94;Factum Sport Debrecen
VARGA Ádám;GF;Hazai;2006;193;80;Falco KC Szombathely
VARGA Ákos;SF;Hazai;2000;198;101;Szedeák
VARGA Attila;SG;Hazai;1958;191;87;Oroszlány
VARGA Dániel;FC;Hazai;1990;199;100;Szedeák
VARGA Imre, Dr.;PG;Hazai;1962;184;82;Bajai SK, Szegedi EOL
VARGA Ferenc;PG;Hazai;2006;193;88;Debreceni EAC
VARGA Gábor;GF;Hazai;1962;190;75;Alba Fehérvár
VARGA Géza;C;Hazai;1970;207;103;Atomerőmű SE, Csepel, Debreceni KK, Szolnoki Olajbányász
VARGA György;SG;Hazai;1972;187;;Szegedi EOL
VARGA István;PF;Hazai;1984;200;90;Dombóvár, Jászberény, Szolnoki Olajbányász
VARGA János;G;Hazai;1958;185;83;Bajai SK
VARGA József;G;Hazai;;;;Oroszlány
VARGA József;C;Hazai;1963;210;105;Alba Fehérvár, Videoton
VARGA Lajos;FC;Hazai;1956;200;99;Tungsram
VARGA Márton;FC;Hazai;1994;205;105;Falco KC Szombathely, Nyíregyháza
VARGA Máté;G;Hazai;1997;192;80;Alba Fehérvár
VARGA Roland;PG;Hazai;1976;192;86;Alba Fehérvár, Kaposvári KK, Pécsi VSK, Sopron KC, Videoton
VARGA Sándor;G;Hazai;1944;178;74;Sopron KC
VARGA Tamás;FC;Hazai;1964;200;90;MAFC
VARGA Zalán;F;Hazai;1994;202;90;Szedeák
Jordon VARNADO;F;Légiós;1997;198;107;Körmend
Nerijus VARNELIS;PF;Légiós;1978;202;100;Szolnoki Olajbányász
VARRÓ Levente;F;Hazai;1988;200;;Debreceni Egyetem
VÁRSZEGI Ádám;SG;Hazai;2004;195;83;Debreceni EAC
VÁRSZEGI Zoltán;GF;Hazai;1971;193;95;Budapesti Honvéd, Tungsram
VAS Péter;F;Hazai;1985;197;95;Dombóvár, Hódmezővásárhely
VAS Viktor;FC;Hazai;1989;201;102;Debreceni KK, Factum Sport Debrecen
VAS-TEPLÁN Miklós;SG;Hazai;2002;188;77;Jászberény
Aloyzas VASILIŪNAS;G;Légiós;1963;197;90;Debreceni KK
VASKÓ György;G;Hazai;2000;181;89;Nyíregyháza
VASKÓ László;GF;Hazai;1963;192;86;Bajai SK
Nikola VASOJEVIĆ;SG;Légiós;1986;195;90;Nyíregyháza, Pécsi VSK
Alexander VASS;PG;Hazai;1967;193;87;Bajai SK
VASS Ferenc;GF;Hazai;1960;191;80;ZTE KK
Deonta VAUGHN;PG;Légiós;1986;185;86;Atomerőmű SE, ZTE KK
Kwame VAUGHN;G;Légiós;1990;191;88;Pécsi VSK
VAVRA András;PF;Hazai;1978;202;97;Dombóvár, MAFC, Salgótarjáni KSE, Sopron KC, ZTE KK
VAVRA Péter;FC;Hazai;1980;202;100;Körmend, Soproni MAFC
VAVRA Sándor;PF;Hazai;1952;197;87;Körmend
Fabricio VAY;PF;Légiós;1986;206;102;Pécsi VSK
VÉCSEY Mihály;GF;Hazai;1967;192;;Szolnoki Olajbányász
VECSEY Ákos;FC;Hazai;1972;202;98;MAFC
VÉH Balázs;G;Hazai;1972;187;;Hódmezővásárhely, Szegedi EOL
VÉHA Károly;GF;Hazai;1968;193;83;Körmend, Oroszlány
VEILANDICS Barna;PF;Hazai;2001;197;100;Kaposvári KK
VELKEY Géza;SG;Hazai;2003;195;73;Kecskemét
VELKEY István;G;Hazai;1960;186;80;Budapesti Honvéd, Kecskemét, Tungsram
VELKEY János;SG;Hazai;1995;192;90;Atomerőmű SE, Debreceni EAC, ZTE KK
Arvydas VENCLOVAS;SF;Légiós;1963;196;92;Atomerőmű SE, Kaposvári KK
VERASZTÓ Péter;G;Hazai;2001;190;87;Atomerőmű SE, Falco KC Szombathely
VEREB Mihály;GF;Hazai;1962;191;76;Kecskemét
VERÉB Viktor;PG;Hazai;1982;185;72;Dombóvár
VERECKEY Tamás;GF;Hazai;1960;190;87;MAFC
VERESS Kornél;FC;Hazai;1959;199;85;Bajai SK, Hódmezővásárhely, Kecskemét, Szegedi EOL, Videoton
VERLI Róbert;FC;Hazai;1986;202;82;Atomerőmű SE
VERTETICS Ádám;G;Hazai;1987;187;87;ZTE KK
VERTETICS István;G;Hazai;1952;180;70;Vasas
Jan VESELÝ;FC;Légiós;1969;202;;Videoton
VESZTER Attila;SG;Hazai;1991;190;78;Alba Fehérvár
VESZTERGOM Zoltán;PF;Hazai;1980;198;110;Sopron KC
VESZTERGOM Zsolt;SG;Hazai;1987;194;84;Sopron KC, Szolnoki Olajbányász
VÉTEK Frigyes;G;Hazai;1963;185;96;Bajai SK
Clayton VETTE;C;Légiós;1988;206;109;Szedeák
VIDA András;GF;Hazai;1974;192;91;Falco KC Szombathely
VIDA Béla;SG;Hazai;1959;190;82;Szolnoki Olajbányász, Tungsram, ZTE KK
VIDA Máté;G;Hazai;1986;191;80;Falco KC Szombathely, Kecskemét, Szedeák
Davor VIDAČAK;FC;Légiós;1978;205;;Körmend
Miodrag VIDANOVIĆ;GF;Légiós;1982;195;;Szolnoki Olajbányász
Jeff VIGGIANO;SF;Légiós;1984;198;99;Sopron KC
Antanas VILČINSKAS;C;Légiós;1975;213;120;Sopron KC, Szedeák, Szolnoki Olajbányász
VILLÁNYI András;;Hazai;;;;Sopron KC
Dustin VILLEPIGUE;FC;Légiós;1983;206;107;Dombóvár
VILMÁNYI Márton;GF;Hazai;2006;189;83;Szedeák
Kyle VINALES;G;Légiós;1992;188;82;NKA Pécs
VINCZ Antal;F;Hazai;1985;200;;Alba Fehérvár
VINCZE Roland;GF;Hazai;2004;193;85;Szolnoki Olajbányász
VINCZE Tibor;C;Hazai;1958;201;102;Hódmezővásárhely, Szegedi EOL
Arūnas VISOCKAS;PF;Légiós;1965;200;108;Atomerőmű SE
VITASZEK Attila;;Hazai;1972;;;Szegedi EOL
Nikola VLADOVIĆ;C;Légiós;1987;212;105;Pécsi VSK
Aleksandar VLAHOVIĆ;PG;Légiós;1990;190;;Falco KC Szombathely, Jászberény
Rade VOJNOVIĆ;SG;Légiós;1961;188;;Körmend
VOJTEK Aurél;F;Hazai;1955;192;90;Pécsi VSK
VOJVODA Dávid;SG;Hazai;1990;196;91;Alba Fehérvár, Atomerőmű SE, Kaposvári KK, Szolnoki Olajbányász, ZTE KK
VOJVODA György;FC;Hazai;1967;202;93;Dombóvár, Kaposvári KK, Oroszlány, Szolnoki Olajbányász
VOLF Dávid;PF;Hazai;1982;198;99;ZTE KK
VÖLGYI László;;Hazai;;;;Alba Fehérvár
VÖLGYI Marcell;C;Hazai;1998;201;105;Budapesti Honvéd, Vasas, ZTE KK
VÖLGYI Péter;GF;Hazai;1973;193;80;Pécsi VSK, ZTE KK
VOLZOVÁR Tamás;GF;Hazai;1990;195;80;Salgótarjáni KSE
VÖRÖS Gábor;SF;Hazai;1974;195;;Atomerőmű SE, Kaposvári KK
VÖRÖS József;F;Hazai;1960;196;73;Vasas
Adin VRABAC;F;Légiós;1994;202;100;Szolnoki Olajbányász
VRANA Ferenc;SF;Hazai;1964;195;86;Kecskemét
Miro VRANJIĆ;SF;Légiós;1983;198;;Debreceni KK
Goran VRBANC;SG;Légiós;1984;194;92;Szolnoki Olajbányász
Denis VRSALJKO;C;Légiós;1982;211;109;Falco KC Szombathely
Arsenije VUČKOVIĆ;C;Légiós;1998;206;114;Körmend
Igor VUČKOVIĆ;C;Légiós;1969;206;;Atomerőmű SE
Darko VUJAČIĆ;G;Légiós;1979;196;89;Nyíregyháza
Nenad VUJADINOVIĆ;FC;Honosított;1965;203;;Bajai SK, Hódmezővásárhely
Ivan VUKADINOV;SG;Légiós;1981;193;95;Kecskemét
Božidar VUKAZIĆ;SF;Légiós;1973;201;100;Matáv Pécs
Nikola VUKČEVIĆ;PG;Légiós;1997;188;85;Kecskemét
Ognjen VUKIĆEVIĆ;F;Légiós;1975;201;100;Szolnoki Olajbányász
Vladimir VUKIĆEVIĆ;SF;Légiós;1973;201;;Budapesti Honvéd
Tonko VUKO;F;Légiós;1994;203;103;ZTE KK
VUKOLICS Rados;SF;Hazai;1990;203;100;Nyíregyháza
Dejan VUKOSAVLJEVIĆ;G;Légiós;1969;193;;Szolnoki Olajbányász
Saša VULETA;FC;Légiós;1971;206;;Sopron KC
Vuk VULIKIĆ;PG;Légiós;1999;195;93;Szedeák
Tiras WADE;GF;Légiós;1981;201;95;Salgótarjáni KSE
Trey WADE;SF;Légiós;1998;198;100;Debreceni EAC
WALKE Károly;F;Hazai;1966;198;92;Budapesti Honvéd, Debreceni KK, Falco KC Szombathely, Nyíregyháza, Sopron KC, Szegedi EOL, Szolnoki Olajbányász
Anthony WALKER;FC;Légiós;2001;206;98;Kaposvári KK
Jordan WALKER;PG;Légiós;1997;183;84;NKA Pécs
Tory WALKER;F;Légiós;1979;203;95;Alba Fehérvár, Atomerőmű SE, Dombóvár
Will WALKER;PG;Légiós;1987;183;80;Körmend, Nyíregyháza, Pécsi VSK
Devante WALLACE;SG;Légiós;1992;196;84;Jászberény
Mark WALTERS;SG;Légiós;1982;188;102;Atomerőmű SE, ZTE KK
Reggie WARD;C;Légiós;1971;205;116;Szolnoki Olajbányász
