Játékos;Szezon;Csapat;G;Min;Min PG;AST;AST PG;AST 100;AST%;AST/ TOV;TOV;TOV PG;TOV 100;TOV%;DRB;ORB;TRB;DRB PG;ORB PG;TRB PG;DRB 100;ORB 100;TRB 100;DRB%;ORB%;TRB%;PFA;PFA PG;PFA 100;PF;PF PG;PF 100;Min / 5 PF;STL;STL PG;STL%;STL/ TOV;BLK;BPG PG;BLK 100;BLK%
KOVÁCS Benedek;2022-23;Falco KC;37;728;19.7;26;0.7;2.0;5.2;1.13;23;0.6;1.7;11.7;78;22;100;2.1;0.6;2.7;5.9;1.7;7.6;11.5;3.6;7.8;22;0.6;1.7;80;2.2;6.0;45.5;16;0.4;1.2;0.7;3;0.1;0.2;0.4
PONGÓ Marcell;2023-24;Falco KC;36;728;20.2;144;4.0;10.6;28.5;2.44;59;1.6;4.4;20.3;113;15;128;3.1;0.4;3.6;8.3;1.1;9.4;15.7;2.5;9.6;53;1.5;3.9;86;2.4;6.3;42.3;40;1.1;2.9;0.7;4;0.1;0.3;0.6
LUKÁCS Norbert;2022-23;Szolnok;31;727;23.5;28;0.9;2.2;6.3;0.90;31;1.0;2.4;11.7;81;45;126;2.6;1.5;4.1;6.3;3.5;9.8;13.1;7.1;10.1;61;2.0;4.7;56;1.8;4.3;64.9;18;0.6;1.4;0.6;11;0.4;0.9;1.5
PONGÓ Máté;2023-24;Szolnok;37;727;19.6;140;3.8;10.3;31.4;3.41;41;1.1;3.0;16.5;75;13;88;2.0;0.4;2.4;5.5;1.0;6.5;11.7;2.0;6.8;46;1.2;3.4;74;2.0;5.5;49.1;27;0.7;2.0;0.7;1;0.0;0.1;0.1
Mike SCOTT;2022-23;DEAC;28;723;25.8;123;4.4;9.6;29.7;2.46;50;1.8;3.9;16.2;73;12;85;2.6;0.4;3.0;5.7;0.9;6.6;12.0;2.0;7.0;64;2.3;5.0;39;1.4;3.0;92.7;20;0.7;1.6;0.4;4;0.1;0.3;0.6
FERENCZ Csaba;2023-24;Körmend;32;719;22.5;32;1.0;2.4;7.2;1.88;17;0.5;1.3;6.8;46;16;62;1.4;0.5;1.9;3.4;1.2;4.6;7.5;2.5;5.0;30;0.9;2.2;66;2.1;4.9;54.5;14;0.4;1.0;0.8;4;0.1;0.3;0.5
ZSÍROS Péter;2023-24;Szedeák;36;719;20.0;18;0.5;1.3;3.5;0.75;24;0.7;1.7;9.7;96;32;128;2.7;0.9;3.6;6.9;2.3;9.3;14.2;4.7;9.5;20;0.6;1.4;103;2.9;7.4;34.9;20;0.6;1.4;0.8;9;0.3;0.7;1.1
DURÁZI Krisztofer;2024-25;Körmend;26;712;27.4;24;0.9;1.8;5.7;0.83;29;1.1;2.2;8.7;85;41;126;3.3;1.6;4.8;6.3;3.1;9.4;13.6;6.2;9.8;117;4.5;8.7;51;2.0;3.8;69.8;13;0.5;1.0;0.4;7;0.3;0.5;1.0
Kassim NICHOLSON;2022-23;Szedeák;20;711;35.6;25;1.3;1.9;6.2;1.00;25;1.3;1.9;7.5;102;68;170;5.1;3.4;8.5;7.9;5.3;13.2;16.4;10.5;13.4;49;2.5;3.8;37;1.9;2.9;96.1;9;0.5;0.7;0.4;17;0.9;1.3;2.5
DURÁZI Krisztofer;2022-23;Körmend;35;707;20.2;33;0.9;2.5;7.7;1.27;26;0.7;2.0;11.1;98;24;122;2.8;0.7;3.5;7.4;1.8;9.3;15.5;4.0;9.9;65;1.9;4.9;81;2.3;6.1;43.6;17;0.5;1.3;0.7;13;0.4;1.0;1.8
TÓTH Ádám;2024-25;ZTE;36;707;19.6;35;1.0;2.7;9.3;0.73;48;1.3;3.7;15.5;44;60;104;1.2;1.7;2.9;3.4;4.6;8.0;7.3;9.4;8.3;95;2.6;7.3;113;3.1;8.7;31.3;15;0.4;1.2;0.3;4;0.1;0.3;0.6
KERPEL-FRONIUS Gáspár;2024-25;NKA Pécs;30;705;23.5;112;3.7;8.7;24.7;2.20;51;1.7;3.9;27.9;83;28;111;2.8;0.9;3.7;6.4;2.2;8.6;12.4;4.4;8.5;51;1.7;3.9;89;3.0;6.9;39.6;35;1.2;2.7;0.7;3;0.1;0.2;0.4
Jacob CALLOWAY;2022-23;Oroszlány;30;704;23.5;33;1.1;2.6;8.7;0.85;39;1.3;3.1;11.2;110;50;160;3.7;1.7;5.3;8.6;3.9;12.5;18.7;7.7;12.9;43;1.4;3.4;77;2.6;6.0;45.7;30;1.0;2.3;0.8;18;0.6;1.4;2.9
FILIPOVICS Stefan;2024-25;Bp. Honvéd;30;704;23.5;43;1.4;3.4;13.7;0.67;64;2.1;5.0;15.7;136;65;201;4.5;2.2;6.7;10.6;5.1;15.7;21.0;10.4;15.8;143;4.8;11.2;102;3.4;8.0;34.5;19;0.6;1.5;0.3;17;0.6;1.3;2.7
KELLER Ákos;2024-25;Falco KC;36;701;19.5;33;0.9;2.6;6.7;0.97;34;0.9;2.7;13.6;137;57;194;3.8;1.6;5.4;10.7;4.5;15.2;20.0;9.9;15.4;66;1.8;5.2;59;1.6;4.6;59.4;18;0.5;1.4;0.5;18;0.5;1.4;2.6
J.D. PAIGE;2023-24;ZTE;25;698;27.9;41;1.6;3.2;10.4;1.14;36;1.4;2.8;11.3;75;10;85;3.0;0.4;3.4;5.9;0.8;6.7;12.1;1.6;6.9;73;2.9;5.7;54;2.2;4.2;64.6;34;1.4;2.7;0.9;1;0.0;0.1;0.2
Nemanja NIKOLIĆ;2023-24;NKA Pécs;27;698;25.9;104;3.9;7.9;26.3;1.37;76;2.8;5.8;20.8;102;15;117;3.8;0.6;4.3;7.8;1.1;8.9;15.2;2.2;8.7;132;4.9;10.0;65;2.4;4.9;53.7;18;0.7;1.4;0.2;5;0.2;0.4;0.8
BENKE Szilárd;2023-24;Falco KC;31;697;22.5;72;2.3;5.6;15.5;2.32;31;1.0;2.4;10.0;69;18;87;2.2;0.6;2.8;5.3;1.4;6.7;9.9;3.1;6.8;55;1.8;4.2;61;2.0;4.7;57.1;38;1.2;2.9;1.2;6;0.2;0.5;0.9
Marvin CLARK;2024-25;Falco KC;33;697;21.1;33;1.0;2.6;6.9;1.10;30;0.9;2.4;10.9;64;9;73;1.9;0.3;2.2;5.1;0.7;5.8;9.5;1.6;5.9;47;1.4;3.7;82;2.5;6.5;42.5;9;0.3;0.7;0.3;5;0.2;0.4;0.7
TAKÁCS Kristóf;2024-25;Sopron;34;692;20.4;49;1.4;3.9;11.6;0.92;53;1.6;4.2;17.9;105;39;144;3.1;1.1;4.2;8.2;3.1;11.3;17.4;6.3;11.8;83;2.4;6.5;97;2.9;7.6;35.7;25;0.7;2.0;0.5;4;0.1;0.3;0.6
Juwan DURHAM;2022-23;Sopron;30;689;23.0;25;0.8;2.0;6.4;0.71;35;1.2;2.8;13.2;132;29;161;4.4;1.0;5.4;10.7;2.4;13.0;19.3;5.1;12.9;74;2.5;6.0;81;2.7;6.6;42.5;23;0.8;1.9;0.7;45;1.5;3.6;6.7
FILIPOVICS Stefan;2023-24;Bp. Honvéd;34;688;20.2;16;0.5;1.3;5.0;0.30;53;1.6;4.2;15.0;110;80;190;3.2;2.4;5.6;8.8;6.4;15.2;17.4;11.7;14.4;93;2.7;7.4;117;3.4;9.3;29.4;15;0.4;1.2;0.3;15;0.4;1.2;2.5
MOLNÁR Márton;2023-24;Sopron;32;687;21.5;35;1.1;2.8;9.5;1.25;28;0.9;2.2;12.2;85;86;171;2.7;2.7;5.3;6.7;6.8;13.6;14.2;13.7;13.9;44;1.4;3.5;83;2.6;6.6;41.4;18;0.6;1.4;0.6;21;0.7;1.7;3.1
Miloš KOPRIVICA;2023-24;Kaposvár;34;686;20.2;35;1.0;2.9;9.7;0.80;44;1.3;3.6;12.8;85;55;140;2.5;1.6;4.1;6.9;4.5;11.4;15.2;8.7;11.8;102;3.0;8.3;107;3.1;8.7;32.1;13;0.4;1.1;0.3;1;0.0;0.1;0.1
TAKÁCS Kristóf;2023-24;Körmend;35;685;19.6;31;0.9;2.4;7.4;0.84;37;1.1;2.9;14.7;52;35;87;1.5;1.0;2.5;4.1;2.7;6.8;8.8;5.8;7.3;59;1.7;4.6;83;2.4;6.5;41.3;11;0.3;0.9;0.3;2;0.1;0.2;0.3
Trey MCGOWENS;2024-25;ZTE;27;685;25.4;82;3.0;6.6;23.2;1.14;72;2.7;5.8;17.5;70;10;80;2.6;0.4;3.0;5.6;0.8;6.4;11.9;1.6;6.6;146;5.4;11.7;62;2.3;5.0;55.2;45;1.7;3.6;0.6;3;0.1;0.2;0.5
IVKOVICS Milán;2024-25;Kecskemét;32;683;21.3;20;0.6;1.7;5.0;1.18;17;0.5;1.4;7.9;52;16;68;1.6;0.5;2.1;4.4;1.3;5.7;9.5;2.7;5.9;44;1.4;3.7;91;2.8;7.6;37.5;17;0.5;1.4;1.0;8;0.3;0.7;1.3
BAZSÓ Brúnó;2023-24;Bp. Honvéd;33;681;20.6;28;0.8;2.3;6.7;1.47;19;0.6;1.5;14.6;74;11;85;2.2;0.3;2.6;6.0;0.9;6.9;11.9;1.6;6.5;33;1.0;2.7;77;2.3;6.2;44.2;21;0.6;1.7;1.1;2;0.1;0.2;0.3
PALLAI Tamás;2023-24;Szolnok;34;681;20.0;58;1.7;4.6;13.6;2.00;29;0.9;2.3;13.9;61;18;79;1.8;0.5;2.3;4.8;1.4;6.2;10.2;2.9;6.5;21;0.6;1.7;71;2.1;5.6;48.0;21;0.6;1.7;0.7;5;0.1;0.4;0.8
Vuk VULIKIĆ;2024-25;Szedeák;18;679;37.7;117;6.5;9.9;33.7;1.80;65;3.6;5.5;18.9;63;10;73;3.5;0.6;4.1;5.3;0.9;6.2;10.9;1.8;6.4;101;5.6;8.5;44;2.4;3.7;77.2;17;0.9;1.4;0.3;0;0.0;0.0;0.0
Arsenije VUČKOVIĆ;2024-25;Körmend;29;678;23.4;23;0.8;1.8;5.9;0.55;42;1.4;3.3;12.4;110;54;164;3.8;1.9;5.7;8.7;4.3;12.9;18.1;8.8;13.4;80;2.8;6.3;69;2.4;5.4;49.1;23;0.8;1.8;0.5;7;0.2;0.6;1.0
MOLNÁR Márton;2022-23;Sopron;36;671;18.6;35;1.0;2.9;9.3;2.06;17;0.5;1.4;7.1;106;79;185;2.9;2.2;5.1;8.8;6.6;15.4;16.2;14.0;15.2;39;1.1;3.3;96;2.7;8.0;34.9;14;0.4;1.2;0.8;15;0.4;1.3;2.3
MOKÁNSZKI Máté;2024-25;PVSK;35;670;19.2;26;0.7;2.1;6.8;0.96;27;0.8;2.2;10.3;79;18;97;2.3;0.5;2.8;6.3;1.4;7.8;12.9;3.0;8.0;46;1.3;3.7;101;2.9;8.1;33.2;18;0.5;1.4;0.7;3;0.1;0.2;0.4
KRNJAJSZKI Borisz;2023-24;Kaposvár;34;669;19.7;112;3.3;9.3;26.4;3.11;36;1.1;3.0;16.1;72;2;74;2.1;0.1;2.2;6.0;0.2;6.2;13.4;0.3;6.4;71;2.1;5.9;73;2.1;6.1;45.8;24;0.7;2.0;0.7;1;0.0;0.1;0.1
Stefan POT;2023-24;Falco KC;36;668;18.6;148;4.1;11.9;33.0;2.28;65;1.8;5.2;18.4;104;46;150;2.9;1.3;4.2;8.4;3.7;12.1;15.8;8.2;12.3;146;4.1;11.7;87;2.4;7.0;38.4;21;0.6;1.7;0.3;1;0.0;0.1;0.2
Jimmy GAVIN;2022-23;Szolnok;30;666;22.2;72;2.4;6.1;17.4;2.06;35;1.2;3.0;11.6;24;5;29;0.8;0.2;1.0;2.0;0.4;2.5;4.3;0.9;2.5;78;2.6;6.6;79;2.6;6.7;42.2;14;0.5;1.2;0.4;1;0.0;0.1;0.2
Rytis PIPIRAS;2022-23;NYBS;21;663;31.6;43;2.0;3.5;12.5;0.91;47;2.2;3.8;14.8;88;22;110;4.2;1.0;5.2;7.1;1.8;8.9;15.8;3.5;9.3;68;3.2;5.5;49;2.3;4.0;67.7;14;0.7;1.1;0.3;3;0.1;0.2;0.5
Miloš GRUBOR;2022-23;Atomerőmű SE;27;662;24.5;39;1.4;3.2;9.5;1.39;28;1.0;2.3;10.2;114;7;121;4.2;0.3;4.5;9.4;0.6;9.9;18.6;1.2;10.2;51;1.9;4.2;59;2.2;4.8;56.1;26;1.0;2.1;0.9;3;0.1;0.3;0.5
TÓTH Ádám;2022-23;DEAC;33;662;20.1;34;1.0;2.9;9.5;0.77;44;1.3;3.7;15.2;75;49;124;2.3;1.5;3.8;6.4;4.2;10.5;13.0;8.7;10.9;78;2.4;6.6;80;2.4;6.8;41.4;18;0.5;1.5;0.4;8;0.2;0.7;1.3
Darrin GOVENS;2022-23;DEAC;21;658;31.3;128;6.1;11.0;33.6;2.61;49;2.3;4.2;17.3;64;13;77;3.0;0.6;3.7;5.5;1.1;6.6;11.2;2.2;6.7;58;2.8;5.0;58;2.8;5.0;56.7;38;1.8;3.3;0.8;4;0.2;0.3;0.7
Rastko DRAMIĆANIN;2023-24;Kecskemét;34;658;19.4;30;0.9;2.5;8.4;1.11;27;0.8;2.3;8.5;89;36;125;2.6;1.1;3.7;7.5;3.0;10.5;16.3;5.9;10.9;77;2.3;6.5;75;2.2;6.3;43.9;21;0.6;1.8;0.8;1;0.0;0.1;0.2
KOVÁCS Péter;2023-24;NKA Pécs;29;657;22.7;35;1.2;2.8;8.7;1.00;35;1.2;2.8;15.6;29;11;40;1.0;0.4;1.4;2.4;0.9;3.2;4.7;1.7;3.1;33;1.1;2.7;66;2.3;5.3;49.8;28;1.0;2.3;0.8;2;0.1;0.2;0.3
Strahinja JOVANOVIĆ;2023-24;Szolnok;24;649;27.0;135;5.6;11.1;36.2;1.90;71;3.0;5.8;19.6;52;9;61;2.2;0.4;2.5;4.3;0.7;5.0;9.3;1.6;5.4;145;6.0;11.9;55;2.3;4.5;59.0;33;1.4;2.7;0.5;0;0.0;0.0;0.0
TAKÁCS Milán;2024-25;ZTE;35;649;18.5;32;0.9;2.7;8.0;1.19;27;0.8;2.3;14.3;45;29;74;1.3;0.8;2.1;3.8;2.4;6.2;8.1;5.0;6.5;26;0.7;2.2;74;2.1;6.2;43.9;18;0.5;1.5;0.7;0;0.0;0.0;0.0
MOLNÁR Márton;2024-25;Sopron;36;648;18.0;23;0.6;1.9;6.4;0.92;25;0.7;2.1;9.6;109;68;177;3.0;1.9;4.9;9.1;5.7;14.8;19.3;11.9;15.6;31;0.9;2.6;96;2.7;8.1;33.7;7;0.2;0.6;0.3;11;0.3;0.9;1.8
BRBAKLICS Aleksza;2024-25;NKA Pécs;33;648;19.6;46;1.4;3.9;11.2;2.09;22;0.7;1.8;13.0;104;50;154;3.2;1.5;4.7;8.7;4.2;12.9;17.4;8.5;12.9;50;1.5;4.2;68;2.1;5.7;47.6;26;0.8;2.2;1.2;2;0.1;0.2;0.3
KRNJAJSZKI Borisz;2022-23;Kaposvár;27;647;24.0;76;2.8;6.4;19.8;1.85;41;1.5;3.5;16.3;49;12;61;1.8;0.4;2.3;4.1;1.0;5.2;8.6;2.2;5.5;66;2.4;5.6;43;1.6;3.6;75.2;23;0.9;1.9;0.6;1;0.0;0.1;0.2
CAREV Alekszej;2022-23;Oroszlány;34;646;19.0;29;0.9;2.5;7.7;0.88;33;1.0;2.8;13.6;35;22;57;1.0;0.6;1.7;3.0;1.9;4.9;6.5;3.6;5.0;35;1.0;3.0;80;2.4;6.8;40.4;15;0.4;1.3;0.5;4;0.1;0.3;0.7
BALOGH Szilárd;2024-25;Szedeák;35;645;18.4;79;2.3;6.9;21.5;1.10;72;2.1;6.3;31.0;53;9;62;1.5;0.3;1.8;4.6;0.8;5.4;9.8;1.6;5.7;60;1.7;5.2;87;2.5;7.6;37.1;25;0.7;2.2;0.3;4;0.1;0.4;0.7
SIMON Kristóf;2024-25;Bp. Honvéd;32;643;20.1;106;3.3;9.1;28.2;1.86;57;1.8;4.9;24.4;80;13;93;2.5;0.4;2.9;6.9;1.1;8.0;13.5;2.2;7.9;102;3.2;8.8;99;3.1;8.5;32.5;18;0.6;1.5;0.3;3;0.1;0.3;0.5
Miloš BORISOV;2022-23;Kecskemét;26;639;24.6;40;1.5;3.4;11.8;0.89;45;1.7;3.9;14.1;99;13;112;3.8;0.5;4.3;8.5;1.1;9.6;17.7;2.3;9.9;53;2.0;4.6;47;1.8;4.0;68.0;16;0.6;1.4;0.4;7;0.3;0.6;1.2
KASS Balázs;2022-23;NYBS;31;635;20.5;55;1.8;4.6;15.0;1.06;52;1.7;4.4;25.1;26;13;39;0.8;0.4;1.3;2.2;1.1;3.3;4.9;2.2;3.4;35;1.1;2.9;71;2.3;6.0;44.7;25;0.8;2.1;0.5;1;0.0;0.1;0.2
Andre WESSON;2023-24;Bp. Honvéd;23;632;27.5;42;1.8;3.7;12.9;0.95;44;1.9;3.8;13.2;82;25;107;3.6;1.1;4.7;7.2;2.2;9.3;14.2;4.0;8.9;71;3.1;6.2;66;2.9;5.8;47.9;14;0.6;1.2;0.3;16;0.7;1.4;2.9
Antonio JORDANO;2023-24;Falco KC;35;630;18.0;26;0.7;2.2;5.9;1.04;25;0.7;2.1;10.8;29;12;41;0.8;0.3;1.2;2.5;1.0;3.5;4.7;2.3;3.6;30;0.9;2.6;68;1.9;5.8;46.3;22;0.6;1.9;0.9;0;0.0;0.0;0.0
Zach BROWN;2022-23;Falco KC;27;626;23.2;43;1.6;3.7;10.3;1.13;38;1.4;3.3;15.5;67;30;97;2.5;1.1;3.6;5.8;2.6;8.4;11.3;5.7;8.7;48;1.8;4.2;69;2.6;6.0;45.4;33;1.2;2.9;0.9;10;0.4;0.9;1.6
KUCSERA Dániel;2023-24;Kecskemét;35;625;17.9;21;0.6;1.9;5.4;0.91;23;0.7;2.0;13.1;76;18;94;2.2;0.5;2.7;6.7;1.6;8.3;14.6;3.1;8.5;31;0.9;2.7;88;2.5;7.8;35.5;25;0.7;2.2;1.1;11;0.3;1.0;2.0
RUDNER Gábor;2024-25;Szolnok;34;622;18.3;27;0.8;2.3;6.5;1.23;22;0.6;1.9;11.7;47;28;75;1.4;0.8;2.2;4.0;2.4;6.5;8.7;4.9;6.7;18;0.5;1.5;93;2.7;8.0;33.4;24;0.7;2.1;1.1;3;0.1;0.3;0.5
KERPEL-FRONIUS Gáspár;2023-24;NKA Pécs;33;619;18.8;112;3.4;9.6;28.4;3.50;32;1.0;2.7;19.2;47;26;73;1.4;0.8;2.2;4.0;2.2;6.2;8.0;4.2;6.0;59;1.8;5.0;70;2.1;6.0;44.2;35;1.1;3.0;1.1;1;0.0;0.1;0.2
ANTONI Csanád;2024-25;PVSK;34;615;18.1;14;0.4;1.2;3.9;0.93;15;0.4;1.3;7.1;39;11;50;1.1;0.3;1.5;3.4;1.0;4.4;7.0;2.0;4.5;20;0.6;1.8;55;1.6;4.8;55.9;11;0.3;1.0;0.7;0;0.0;0.0;0.0
Isiah BROWN;2022-23;Kaposvár;20;613;30.7;49;2.5;4.3;15.6;0.78;63;3.2;5.6;17.3;58;7;65;2.9;0.4;3.3;5.1;0.6;5.7;10.5;1.3;5.9;85;4.3;7.5;58;2.9;5.1;52.8;17;0.9;1.5;0.3;4;0.2;0.4;0.7
PAJOR Dávid;2022-23;Atomerőmű SE;35;610;17.4;35;1.0;3.1;8.4;1.09;32;0.9;2.9;20.7;37;16;53;1.1;0.5;1.5;3.3;1.4;4.7;6.6;3.0;4.9;28;0.8;2.5;102;2.9;9.1;29.9;17;0.5;1.5;0.5;1;0.0;0.1;0.2
Erik COPES;2022-23;NYBS;22;606;27.5;15;0.7;1.3;5.2;0.31;49;2.2;4.3;15.3;109;73;182;5.0;3.3;8.3;9.6;6.4;16.1;21.0;12.9;16.8;60;2.7;5.3;67;3.0;5.9;45.2;11;0.5;1.0;0.2;25;1.1;2.2;4.1
Jay HEATH;2024-25;Szedeák;18;606;33.7;37;2.1;3.3;12.5;0.70;53;2.9;4.8;14.1;63;13;76;3.5;0.7;4.2;5.7;1.2;6.8;12.5;2.3;7.2;69;3.8;6.2;27;1.5;2.4;112.2;19;1.1;1.7;0.4;1;0.1;0.1;0.2
Jimmie TAYLOR;2022-23;DEAC;29;598;20.6;26;0.9;2.5;7.8;0.54;48;1.7;4.5;22.3;97;49;146;3.3;1.7;5.0;9.2;4.6;13.8;19.2;10.0;14.6;79;2.7;7.5;77;2.7;7.3;38.8;21;0.7;2.0;0.4;17;0.6;1.6;3.0
Kwame VAUGHN;2024-25;PVSK;17;595;35.0;67;3.9;6.1;21.6;1.68;40;2.4;3.7;13.7;57;15;72;3.4;0.9;4.2;5.2;1.4;6.6;10.8;2.9;6.9;78;4.6;7.1;46;2.7;4.2;64.6;19;1.1;1.7;0.5;3;0.2;0.3;0.5
BALOGH Szilárd;2023-24;Szedeák;34;594;17.5;60;1.8;5.3;13.7;1.33;45;1.3;4.0;23.5;39;13;52;1.1;0.4;1.5;3.4;1.1;4.6;7.0;2.4;4.7;41;1.2;3.6;71;2.1;6.2;41.8;16;0.5;1.4;0.4;1;0.0;0.1;0.2
Tyree EADY;2024-25;Szedeák;16;594;37.2;44;2.8;4.2;14.0;1.26;35;2.2;3.4;15.0;54;12;66;3.4;0.8;4.1;5.2;1.2;6.3;10.9;2.4;6.7;60;3.8;5.7;36;2.3;3.4;82.6;27;1.7;2.6;0.8;0;0.0;0.0;0.0
PLÉZER Gábor;2024-25;PVSK;35;593;16.9;23;0.7;2.1;6.5;1.05;22;0.6;2.0;12.5;31;11;42;0.9;0.3;1.2;2.8;1.0;3.8;5.7;2.0;3.9;28;0.8;2.5;59;1.7;5.3;50.3;5;0.1;0.5;0.2;3;0.1;0.3;0.5
PUSKA Bence;2022-23;Kaposvár;34;592;17.4;24;0.7;2.2;6.3;1.26;19;0.6;1.8;13.2;29;14;43;0.9;0.4;1.3;2.7;1.3;4.0;5.5;2.8;4.2;21;0.6;1.9;77;2.3;7.1;38.4;9;0.3;0.8;0.5;1;0.0;0.1;0.2
KRNJAJSZKI Borisz;2024-25;Szolnok;36;589;16.3;81;2.3;7.4;20.9;3.38;24;0.7;2.2;12.4;60;10;70;1.7;0.3;1.9;5.5;0.9;6.4;11.7;1.8;6.6;59;1.6;5.4;78;2.2;7.1;37.7;16;0.4;1.5;0.7;3;0.1;0.3;0.5
NÉMETH Ákos;2023-24;ZTE;36;588;16.3;47;1.3;4.4;12.6;1.34;35;1.0;3.2;17.3;77;23;100;2.1;0.6;2.8;7.1;2.1;9.3;14.7;4.4;9.5;48;1.3;4.4;67;1.9;6.2;43.9;19;0.5;1.8;0.5;1;0.0;0.1;0.2
KRIVACSEVICS Markó;2024-25;Alba Fehérvár;35;588;16.8;15;0.4;1.4;3.7;0.71;21;0.6;1.9;11.0;82;71;153;2.3;2.0;4.4;7.5;6.5;14.0;16.0;13.8;14.9;70;2.0;6.4;104;3.0;9.5;28.3;16;0.5;1.5;0.8;7;0.2;0.6;1.2
TANOH DEZ András;2023-24;Falco KC;36;583;16.2;38;1.1;3.5;9.3;1.12;34;0.9;3.1;16.1;48;17;65;1.3;0.5;1.8;4.4;1.6;6.0;8.3;3.5;6.1;54;1.5;5.0;82;2.3;7.5;35.5;19;0.5;1.7;0.6;7;0.2;0.6;1.2
Tulio DA SILVA;2023-24;Sopron;21;583;27.8;13;0.6;1.2;4.1;0.41;32;1.5;3.0;14.8;98;33;131;4.7;1.6;6.2;9.3;3.1;12.4;19.1;6.4;12.7;49;2.3;4.6;43;2.0;4.1;67.8;26;1.2;2.5;0.8;6;0.3;0.6;1.1
SOMOGYI Ádám;2024-25;Szolnok;20;580;29.0;131;6.6;12.1;34.9;2.30;57;2.9;5.3;20.1;70;17;87;3.5;0.9;4.4;6.5;1.6;8.1;14.1;3.3;8.6;104;5.2;9.6;47;2.4;4.4;61.7;27;1.4;2.5;0.5;2;0.1;0.2;0.4
Trey DIGGS;2024-25;Falco KC;32;578;18.1;22;0.7;2.1;5.8;1.29;17;0.5;1.6;7.0;50;9;59;1.6;0.3;1.8;4.8;0.9;5.6;8.9;1.9;5.7;26;0.8;2.5;76;2.4;7.2;38.1;14;0.4;1.3;0.8;1;0.0;0.1;0.2
CSENDES Péter;2023-24;Sopron;33;576;17.5;39;1.2;3.7;10.9;1.63;24;0.7;2.3;16.4;41;16;57;1.2;0.5;1.7;3.9;1.5;5.4;8.2;3.1;5.6;26;0.8;2.5;62;1.9;5.8;46.5;16;0.5;1.5;0.7;1;0.0;0.1;0.2
SCHERER Bálint;2023-24;NKA Pécs;34;568;16.7;18;0.5;1.7;5.1;1.13;16;0.5;1.5;9.5;63;31;94;1.9;0.9;2.8;5.9;2.9;8.8;11.7;5.4;8.5;16;0.5;1.5;78;2.3;7.3;36.4;19;0.6;1.8;1.2;4;0.1;0.4;0.7
DURÁZI Krisztofer;2023-24;Körmend;24;567;23.6;27;1.1;2.6;8.7;0.87;31;1.3;2.9;12.0;80;34;114;3.3;1.4;4.8;7.6;3.2;10.8;15.8;6.8;11.4;77;3.2;7.3;62;2.6;5.9;45.7;14;0.6;1.3;0.5;11;0.5;1.0;1.8
KISS Benedek;2022-23;NYBS;34;562;16.5;16;0.5;1.5;4.7;1.33;12;0.4;1.1;9.2;22;12;34;0.6;0.4;1.0;2.1;1.1;3.2;4.7;2.3;3.4;11;0.3;1.0;58;1.7;5.5;48.4;9;0.3;0.9;0.8;0;0.0;0.0;0.0
MESZLÉNYI Róbert;2023-24;Sopron;33;560;17.0;48;1.5;4.7;13.2;3.00;16;0.5;1.6;14.5;40;13;53;1.2;0.4;1.6;3.9;1.3;5.1;8.2;2.6;5.3;31;0.9;3.0;63;1.9;6.1;44.4;24;0.7;2.3;1.5;2;0.1;0.2;0.4
Kahlil DUKES;2024-25;Atomerőmű SE;21;558;26.6;78;3.7;7.6;22.3;1.59;49;2.3;4.8;19.7;36;6;42;1.7;0.3;2.0;3.5;0.6;4.1;6.9;1.2;4.2;42;2.0;4.1;43;2.0;4.2;64.9;13;0.6;1.3;0.3;0;0.0;0.0;0.0
HAJDU Péter;2024-25;Bp. Honvéd;35;556;15.9;15;0.4;1.5;4.6;1.25;12;0.3;1.2;9.0;33;20;53;0.9;0.6;1.5;3.3;2.0;5.3;6.5;3.9;5.2;15;0.4;1.5;78;2.2;7.7;35.7;13;0.4;1.3;1.1;3;0.1;0.3;0.6
Maliek WHITE;2023-24;Atomerőmű SE;18;552;30.7;61;3.4;6.0;20.0;1.65;37;2.1;3.7;12.0;64;11;75;3.6;0.6;4.2;6.3;1.1;7.4;12.4;2.2;7.3;80;4.4;7.9;27;1.5;2.7;102.2;14;0.8;1.4;0.4;6;0.3;0.6;1.0
ILLÉS Máté;2024-25;Oroszlány;34;550;16.2;38;1.1;3.8;11.0;2.00;19;0.6;1.9;10.7;43;5;48;1.3;0.1;1.4;4.3;0.5;4.8;8.6;1.0;4.9;26;0.8;2.6;67;2.0;6.6;41.1;8;0.2;0.8;0.4;0;0.0;0.0;0.0
SCHÖLL Richárd;2024-25;Kecskemét;36;545;15.2;33;0.9;3.5;10.3;1.65;20;0.6;2.1;17.6;49;39;88;1.4;1.1;2.4;5.1;4.1;9.2;11.2;8.1;9.6;39;1.1;4.1;114;3.2;11.9;23.9;11;0.3;1.1;0.6;19;0.5;2.0;3.8
Isaiah CRAWLEY;2022-23;Bp. Honvéd;19;544;28.6;28;1.5;2.7;10.0;0.60;47;2.5;4.6;18.2;114;32;146;6.0;1.7;7.7;11.2;3.1;14.3;22.7;6.4;14.5;77;4.1;7.5;58;3.1;5.7;46.9;16;0.8;1.6;0.3;9;0.5;0.9;1.6
