Játékos;Szezon;Csapat;G;Min;Min PG;PTS;PTS PG;PTS 100;Close made;Close att.;Close made PG;Close att. PG;Close made 100;Close att. 100;Close %;Mid. made;Mid. att.;Mid. made PG;Mid. att. PG;Mid. made 100;Mid. att. 100;Mid. %;2P made;2P att.;2P made PG;2P att. PG;2P made 100;2P att. 100;2P%;3P made;3P att.;3P made PG;3P att. PG;3P made 100;3P att. 100;3P%;FG made;FG att.;FG made PG;FG att. PG;FG made 100;FG att. 100;FG%;EFG%;FT made;FT att.;FT made PG;FT att. PG;FT made 100;FT att. 100;FT%;TS%;Close att. rate;Mid. att. rate;3P att. rate;FT rate
HAJDUK Attila Dominik;2022-23;Kaposvár;6;34;5.7;4;0.7;6.4;1;4;0.2;0.7;1.6;6.4;0.250;0;0;0.0;0.0;0.0;0.0;;1;4;0.2;0.7;1.6;6.4;0.250;0;3;0.0;0.5;0.0;4.8;0.000;1;7;0.2;1.2;1.6;11.2;0.143;0.143;2;2;0.3;0.3;3.2;3.2;1.000;0.253;57.1;0.0;42.9;0.29
TAKÁCS Martin;2023-24;Alba Fehérvár;12;34;2.8;4;0.3;6.1;2;3;0.2;0.3;3.1;4.6;0.667;0;1;0.0;0.1;0.0;1.5;0.000;2;4;0.2;0.3;3.1;6.1;0.500;0;2;0.0;0.2;0.0;3.1;0.000;2;6;0.2;0.5;3.1;9.2;0.333;0.333;0;0;0.0;0.0;0.0;0.0;;0.333;50.0;16.7;33.3;0.00
GÓBI Marcell;2022-23;Alba Fehérvár;12;33;2.8;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;1;0.0;0.1;0.0;1.6;0.000;0;1;0.0;0.1;0.0;1.6;0.000;0.000;0;0;0.0;0.0;0.0;0.0;;0.000;0.0;0.0;100.0;0.00
SIMÓ Bence;2023-24;ZTE;7;32;4.6;8;1.1;13.2;1;3;0.1;0.4;1.6;4.9;0.333;0;0;0.0;0.0;0.0;0.0;;1;3;0.1;0.4;1.6;4.9;0.333;2;5;0.3;0.7;3.3;8.2;0.400;3;8;0.4;1.1;4.9;13.2;0.375;0.500;0;0;0.0;0.0;0.0;0.0;;0.500;37.5;0.0;62.5;0.00
BARTIK Zalán;2024-25;Körmend;9;32;3.5;11;1.2;18.6;1;1;0.1;0.1;1.7;1.7;1.000;0;0;0.0;0.0;0.0;0.0;;1;1;0.1;0.1;1.7;1.7;1.000;3;10;0.3;1.1;5.1;16.9;0.300;4;11;0.4;1.2;6.8;18.6;0.364;0.500;0;0;0.0;0.0;0.0;0.0;;0.500;9.1;0.0;90.9;0.00
GYIMES Áron;2023-24;ZTE;6;31;5.2;9;1.5;16.3;3;5;0.5;0.8;5.4;9.1;0.600;0;2;0.0;0.3;0.0;3.6;0.000;3;7;0.5;1.2;5.4;12.7;0.429;1;5;0.2;0.8;1.8;9.1;0.200;4;12;0.7;2.0;7.2;21.7;0.333;0.375;0;0;0.0;0.0;0.0;0.0;;0.375;41.7;16.7;41.7;0.00
RÁCZ Gábor;2024-25;PVSK;5;31;6.1;0;0.0;0.0;0;1;0.0;0.2;0.0;1.7;0.000;0;2;0.0;0.4;0.0;3.5;0.000;0;3;0.0;0.6;0.0;5.2;0.000;0;3;0.0;0.6;0.0;5.2;0.000;0;6;0.0;1.2;0.0;10.4;0.000;0.000;0;0;0.0;0.0;0.0;0.0;;0.000;16.7;33.3;50.0;0.00
KENÉZ Csaba;2023-24;DEAC;3;30;10.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;;0;1;0.0;0.3;0.0;1.9;0.000;0;1;0.0;0.3;0.0;1.9;0.000;0;4;0.0;1.3;0.0;7.5;0.000;0;5;0.0;1.7;0.0;9.4;0.000;0.000;0;0;0.0;0.0;0.0;0.0;;0.000;0.0;20.0;80.0;0.00
HOCKERUP-FISCHER Dávid;2023-24;NKA Pécs;5;30;6.0;7;1.4;12.4;1;5;0.2;1.0;1.8;8.8;0.200;1;2;0.2;0.4;1.8;3.5;0.500;2;7;0.4;1.4;3.5;12.4;0.286;0;0;0.0;0.0;0.0;0.0;;2;7;0.4;1.4;3.5;12.4;0.286;0.286;3;6;0.6;1.2;5.3;10.6;0.500;0.361;71.4;28.6;0.0;0.86
ARABO Abraham;2022-23;Szolnok;7;29;4.1;9;1.3;17.6;3;6;0.4;0.9;5.9;11.7;0.500;1;1;0.1;0.1;2.0;2.0;1.000;4;7;0.6;1.0;7.8;13.7;0.571;0;0;0.0;0.0;0.0;0.0;;4;7;0.6;1.0;7.8;13.7;0.571;0.571;1;4;0.1;0.6;2.0;7.8;0.250;0.511;85.7;14.3;0.0;0.57
FAZEKAS Máté;2023-24;Alba Fehérvár;6;29;4.8;6;1.0;10.8;3;8;0.5;1.3;5.4;14.4;0.375;0;0;0.0;0.0;0.0;0.0;;3;8;0.5;1.3;5.4;14.4;0.375;0;2;0.0;0.3;0.0;3.6;0.000;3;10;0.5;1.7;5.4;18.0;0.300;0.300;0;0;0.0;0.0;0.0;0.0;;0.300;80.0;0.0;20.0;0.00
BALÁZSI Ákos;2024-25;DEAC;4;29;7.2;5;1.3;9.5;1;1;0.3;0.3;1.9;1.9;1.000;0;1;0.0;0.3;0.0;1.9;0.000;1;2;0.3;0.5;1.9;3.8;0.500;1;4;0.3;1.0;1.9;7.6;0.250;2;6;0.5;1.5;3.8;11.4;0.333;0.417;0;0;0.0;0.0;0.0;0.0;;0.417;16.7;16.7;66.7;0.00
VINCZE Roland;2022-23;Szolnok;11;28;2.5;9;0.8;18.1;1;1;0.1;0.1;2.0;2.0;1.000;0;0;0.0;0.0;0.0;0.0;;1;1;0.1;0.1;2.0;2.0;1.000;2;3;0.2;0.3;4.0;6.0;0.667;3;4;0.3;0.4;6.0;8.0;0.750;1.000;1;3;0.1;0.3;2.0;6.0;0.333;0.841;25.0;0.0;75.0;0.75
GERÖLY Márton;2023-24;Körmend;10;28;2.8;6;0.6;11.4;0;1;0.0;0.1;0.0;1.9;0.000;0;1;0.0;0.1;0.0;1.9;0.000;0;2;0.0;0.2;0.0;3.8;0.000;2;10;0.2;1.0;3.8;18.9;0.200;2;12;0.2;1.2;3.8;22.7;0.167;0.250;0;0;0.0;0.0;0.0;0.0;;0.250;8.3;8.3;83.3;0.00
Zdravko BOŠKOVIĆ;2024-25;Körmend;3;28;9.3;8;2.7;15.6;3;4;1.0;1.3;5.8;7.8;0.750;1;1;0.3;0.3;1.9;1.9;1.000;4;5;1.3;1.7;7.8;9.7;0.800;0;2;0.0;0.7;0.0;3.9;0.000;4;7;1.3;2.3;7.8;13.6;0.571;0.571;0;0;0.0;0.0;0.0;0.0;;0.571;57.1;14.3;28.6;0.00
PÁPAI Máté;2022-23;Oroszlány;4;26;6.5;7;1.8;15.0;3;4;0.8;1.0;6.4;8.6;0.750;0;0;0.0;0.0;0.0;0.0;;3;4;0.8;1.0;6.4;8.6;0.750;0;0;0.0;0.0;0.0;0.0;;3;4;0.8;1.0;6.4;8.6;0.750;0.750;1;2;0.3;0.5;2.1;4.3;0.500;0.714;100.0;0.0;0.0;0.50
NAGY Péter;2024-25;Körmend;9;26;2.9;13;1.4;26.0;3;4;0.3;0.4;6.0;8.0;0.750;0;0;0.0;0.0;0.0;0.0;;3;4;0.3;0.4;6.0;8.0;0.750;2;4;0.2;0.4;4.0;8.0;0.500;5;8;0.6;0.9;10.0;16.0;0.625;0.750;1;3;0.1;0.3;2.0;6.0;0.333;0.695;50.0;0.0;50.0;0.38
ANTALICS Dániel;2022-23;Kaposvár;5;24;4.8;3;0.6;6.7;1;2;0.2;0.4;2.2;4.5;0.500;0;1;0.0;0.2;0.0;2.2;0.000;1;3;0.2;0.6;2.2;6.7;0.333;0;1;0.0;0.2;0.0;2.2;0.000;1;4;0.2;0.8;2.2;9.0;0.250;0.250;1;2;0.2;0.4;2.2;4.5;0.500;0.306;50.0;25.0;25.0;0.50
HORVÁTH Ákos;2024-25;Szolnok;12;23;1.9;1;0.1;2.4;0;1;0.0;0.1;0.0;2.4;0.000;0;0;0.0;0.0;0.0;0.0;;0;1;0.0;0.1;0.0;2.4;0.000;0;7;0.0;0.6;0.0;16.7;0.000;0;8;0.0;0.7;0.0;19.1;0.000;0.000;1;2;0.1;0.2;2.4;4.8;0.500;0.056;12.5;0.0;87.5;0.25
FLASÁR Zalán;2023-24;Sopron;2;22;11.0;2;1.0;4.7;1;3;0.5;1.5;2.4;7.1;0.333;0;0;0.0;0.0;0.0;0.0;;1;3;0.5;1.5;2.4;7.1;0.333;0;1;0.0;0.5;0.0;2.4;0.000;1;4;0.5;2.0;2.4;9.5;0.250;0.250;0;0;0.0;0.0;0.0;0.0;;0.250;75.0;0.0;25.0;0.00
HARKA Szabolcs;2024-25;PVSK;5;22;4.4;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;;0;0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00
SIMÓ Bence;2022-23;ZTE;8;21;2.6;9;1.1;22.6;2;6;0.3;0.8;5.0;15.1;0.333;0;0;0.0;0.0;0.0;0.0;;2;6;0.3;0.8;5.0;15.1;0.333;1;2;0.1;0.3;2.5;5.0;0.500;3;8;0.4;1.0;7.5;20.1;0.375;0.438;2;4;0.3;0.5;5.0;10.1;0.500;0.459;75.0;0.0;25.0;0.50
KISS Dominik;2023-24;Szolnok;7;21;3.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;;0;0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00
Isaiah HILL;2024-25;Oroszlány;1;20;20.1;3;3.0;8.0;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;1;3;1.0;3.0;2.7;8.0;0.333;1;3;1.0;3.0;2.7;8.0;0.333;0.500;0;0;0.0;0.0;0.0;0.0;;0.500;0.0;0.0;100.0;0.00
GÉRINGER Gergő;2022-23;Atomerőmű SE;5;19;3.8;2;0.4;5.7;1;1;0.2;0.2;2.9;2.9;1.000;0;0;0.0;0.0;0.0;0.0;;1;1;0.2;0.2;2.9;2.9;1.000;0;2;0.0;0.4;0.0;5.7;0.000;1;3;0.2;0.6;2.9;8.6;0.333;0.333;0;2;0.0;0.4;0.0;5.7;0.000;0.256;33.3;0.0;66.7;0.67
HORVÁTH Ádám;2022-23;Falco KC;9;19;2.1;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;1;0.0;0.1;0.0;2.9;0.000;0;1;0.0;0.1;0.0;2.9;0.000;0.000;0;0;0.0;0.0;0.0;0.0;;0.000;0.0;0.0;100.0;0.00
VASKÓ György;2022-23;NYBS;6;19;3.2;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;1;0.0;0.2;0.0;2.8;0.000;0;1;0.0;0.2;0.0;2.8;0.000;0.000;0;0;0.0;0.0;0.0;0.0;;0.000;0.0;0.0;100.0;0.00
NAGY Péter;2023-24;Körmend;7;19;2.7;4;0.6;11.1;1;2;0.1;0.3;2.8;5.6;0.500;1;2;0.1;0.3;2.8;5.6;0.500;2;4;0.3;0.6;5.6;11.1;0.500;0;2;0.0;0.3;0.0;5.6;0.000;2;6;0.3;0.9;5.6;16.7;0.333;0.333;0;0;0.0;0.0;0.0;0.0;;0.333;33.3;33.3;33.3;0.00
HORVÁTH Ákos;2023-24;Szolnok;3;19;6.3;0;0.0;0.0;0;1;0.0;0.3;0.0;2.9;0.000;0;0;0.0;0.0;0.0;0.0;;0;1;0.0;0.3;0.0;2.9;0.000;0;2;0.0;0.7;0.0;5.8;0.000;0;3;0.0;1.0;0.0;8.7;0.000;0.000;0;0;0.0;0.0;0.0;0.0;;0.000;33.3;0.0;66.7;0.00
HEGEDÜS Brúnó;2024-25;DEAC;4;19;4.6;5;1.3;15.0;1;1;0.3;0.3;3.0;3.0;1.000;0;0;0.0;0.0;0.0;0.0;;1;1;0.3;0.3;3.0;3.0;1.000;1;4;0.3;1.0;3.0;12.0;0.250;2;5;0.5;1.3;6.0;15.0;0.400;0.500;0;0;0.0;0.0;0.0;0.0;;0.500;20.0;0.0;80.0;0.00
ÁRVA-FILE Balázs;2024-25;Oroszlány;8;19;2.4;5;0.6;14.2;1;1;0.1;0.1;2.8;2.8;1.000;0;0;0.0;0.0;0.0;0.0;;1;1;0.1;0.1;2.8;2.8;1.000;1;4;0.1;0.5;2.8;11.3;0.250;2;5;0.3;0.6;5.7;14.2;0.400;0.500;0;0;0.0;0.0;0.0;0.0;;0.500;20.0;0.0;80.0;0.00
CSOMÓS Kristóf;2022-23;Bp. Honvéd;7;18;2.6;3;0.4;9.3;0;1;0.0;0.1;0.0;3.1;0.000;0;1;0.0;0.1;0.0;3.1;0.000;0;2;0.0;0.3;0.0;6.2;0.000;1;3;0.1;0.4;3.1;9.3;0.333;1;5;0.1;0.7;3.1;15.5;0.200;0.300;0;0;0.0;0.0;0.0;0.0;;0.300;20.0;20.0;60.0;0.00
KÉKESI Kolos;2024-25;Atomerőmű SE;9;17;1.9;0;0.0;0.0;0;1;0.0;0.1;0.0;3.1;0.000;0;0;0.0;0.0;0.0;0.0;;0;1;0.0;0.1;0.0;3.1;0.000;0;3;0.0;0.3;0.0;9.2;0.000;0;4;0.0;0.4;0.0;12.3;0.000;0.000;0;0;0.0;0.0;0.0;0.0;;0.000;25.0;0.0;75.0;0.00
GERA Ferenc;2024-25;Kecskemét;3;17;5.7;2;0.7;6.5;1;1;0.3;0.3;3.2;3.2;1.000;0;0;0.0;0.0;0.0;0.0;;1;1;0.3;0.3;3.2;3.2;1.000;0;2;0.0;0.7;0.0;6.5;0.000;1;3;0.3;1.0;3.2;9.7;0.333;0.333;0;0;0.0;0.0;0.0;0.0;;0.333;33.3;0.0;66.7;0.00
LUKÁCSI Gábor;2024-25;NKA Pécs;1;17;17.4;5;5.0;15.3;1;1;1.0;1.0;3.1;3.1;1.000;0;0;0.0;0.0;0.0;0.0;;1;1;1.0;1.0;3.1;3.1;1.000;1;5;1.0;5.0;3.1;15.2;0.200;2;6;2.0;6.0;6.1;18.3;0.333;0.417;0;0;0.0;0.0;0.0;0.0;;0.417;16.7;0.0;83.3;0.00
GÓBI Marcell;2023-24;Alba Fehérvár;8;16;2.0;6;0.8;19.7;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;2;3;0.3;0.4;6.6;9.9;0.667;2;3;0.3;0.4;6.6;9.9;0.667;1.000;0;0;0.0;0.0;0.0;0.0;;1.000;0.0;0.0;100.0;0.00
KISS Benedek;2023-24;Alba Fehérvár;8;16;2.0;3;0.4;9.8;0;1;0.0;0.1;0.0;3.3;0.000;0;1;0.0;0.1;0.0;3.3;0.000;0;2;0.0;0.3;0.0;6.5;0.000;1;2;0.1;0.3;3.3;6.5;0.500;1;4;0.1;0.5;3.3;13.1;0.250;0.375;0;0;0.0;0.0;0.0;0.0;;0.375;25.0;25.0;50.0;0.00
MÉSZÁROS Tamás;2024-25;Szedeák;5;15;3.0;7;1.4;26.1;0;1;0.0;0.2;0.0;3.7;0.000;0;1;0.0;0.2;0.0;3.7;0.000;0;2;0.0;0.4;0.0;7.5;0.000;2;5;0.4;1.0;7.5;18.6;0.400;2;7;0.4;1.4;7.5;26.1;0.286;0.429;1;2;0.2;0.4;3.7;7.5;0.500;0.443;14.3;14.3;71.4;0.29
ARABO Abraham;2024-25;Szolnok;7;14;1.9;1;0.1;4.0;0;1;0.0;0.1;0.0;4.0;0.000;0;0;0.0;0.0;0.0;0.0;;0;1;0.0;0.1;0.0;4.0;0.000;0;0;0.0;0.0;0.0;0.0;;0;1;0.0;0.1;0.0;4.0;0.000;0.000;1;2;0.1;0.3;4.0;7.9;0.500;0.263;100.0;0.0;0.0;2.00
PAVLÍK Botond;2022-23;Atomerőmű SE;2;13;6.5;4;2.0;17.0;1;3;0.5;1.5;4.3;12.8;0.333;0;0;0.0;0.0;0.0;0.0;;1;3;0.5;1.5;4.3;12.8;0.333;0;4;0.0;2.0;0.0;17.0;0.000;1;7;0.5;3.5;4.3;29.8;0.143;0.143;2;2;1.0;1.0;8.5;8.5;1.000;0.253;42.9;0.0;57.1;0.29
ARNOLD Botond;2023-24;Atomerőmű SE;3;13;4.3;5;1.7;21.2;2;2;0.7;0.7;8.5;8.5;1.000;0;0;0.0;0.0;0.0;0.0;;2;2;0.7;0.7;8.5;8.5;1.000;0;0;0.0;0.0;0.0;0.0;;2;2;0.7;0.7;8.5;8.5;1.000;1.000;1;1;0.3;0.3;4.2;4.2;1.000;1.020;100.0;0.0;0.0;0.50
VINCZE Roland;2023-24;Szolnok;3;13;4.3;5;1.7;19.9;1;3;0.3;1.0;4.0;12.0;0.333;0;0;0.0;0.0;0.0;0.0;;1;3;0.3;1.0;4.0;12.0;0.333;1;1;0.3;0.3;4.0;4.0;1.000;2;4;0.7;1.3;8.0;15.9;0.500;0.625;0;0;0.0;0.0;0.0;0.0;;0.625;75.0;0.0;25.0;0.00
VÁMOS Ádám;2022-23;Bp. Honvéd;6;12;2.0;2;0.3;9.2;1;3;0.2;0.5;4.6;13.8;0.333;0;0;0.0;0.0;0.0;0.0;;1;3;0.2;0.5;4.6;13.8;0.333;0;0;0.0;0.0;0.0;0.0;;1;3;0.2;0.5;4.6;13.8;0.333;0.333;0;0;0.0;0.0;0.0;0.0;;0.333;100.0;0.0;0.0;0.00
HEGEDÜS Brúnó;2023-24;DEAC;7;12;1.7;2;0.3;9.5;0;2;0.0;0.3;0.0;9.5;0.000;1;1;0.1;0.1;4.7;4.7;1.000;1;3;0.1;0.4;4.7;14.2;0.333;0;4;0.0;0.6;0.0;18.9;0.000;1;7;0.1;1.0;4.7;33.1;0.143;0.143;0;0;0.0;0.0;0.0;0.0;;0.143;28.6;14.3;57.1;0.00
TÓTH Balázs;2023-24;Kecskemét;4;12;3.0;0;0.0;0.0;0;1;0.0;0.3;0.0;4.6;0.000;0;0;0.0;0.0;0.0;0.0;;0;1;0.0;0.3;0.0;4.6;0.000;0;0;0.0;0.0;0.0;0.0;;0;1;0.0;0.3;0.0;4.6;0.000;0.000;0;0;0.0;0.0;0.0;0.0;;0.000;100.0;0.0;0.0;0.00
TAKÁCS Zsolt;2023-24;Falco KC;6;11;1.8;4;0.7;19.0;2;2;0.3;0.3;9.5;9.5;1.000;0;0;0.0;0.0;0.0;0.0;;2;2;0.3;0.3;9.5;9.5;1.000;0;1;0.0;0.2;0.0;4.8;0.000;2;3;0.3;0.5;9.5;14.3;0.667;0.667;0;0;0.0;0.0;0.0;0.0;;0.667;66.7;0.0;33.3;0.00
CZERMANN Patrik;2022-23;DEAC;2;10;5.0;4;2.0;22.6;2;4;1.0;2.0;11.3;22.6;0.500;0;0;0.0;0.0;0.0;0.0;;2;4;1.0;2.0;11.3;22.6;0.500;0;0;0.0;0.0;0.0;0.0;;2;4;1.0;2.0;11.3;22.6;0.500;0.500;0;0;0.0;0.0;0.0;0.0;;0.500;100.0;0.0;0.0;0.00
GERÖLY Márton;2022-23;Körmend;4;10;2.5;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;3;0.0;0.8;0.0;16.3;0.000;0;3;0.0;0.8;0.0;16.3;0.000;0.000;0;0;0.0;0.0;0.0;0.0;;0.000;0.0;0.0;100.0;0.00
SZUGYICZKI Máté;2024-25;Szolnok;6;10;1.7;2;0.3;10.8;1;1;0.2;0.2;5.4;5.4;1.000;0;0;0.0;0.0;0.0;0.0;;1;1;0.2;0.2;5.4;5.4;1.000;0;1;0.0;0.2;0.0;5.4;0.000;1;2;0.2;0.3;5.4;10.8;0.500;0.500;0;0;0.0;0.0;0.0;0.0;;0.500;50.0;0.0;50.0;0.00
FÁBIÁN Szabolcs;2022-23;DEAC;2;9;4.5;2;1.0;12.5;1;2;0.5;1.0;6.3;12.6;0.500;0;0;0.0;0.0;0.0;0.0;;1;2;0.5;1.0;6.3;12.6;0.500;0;0;0.0;0.0;0.0;0.0;;1;2;0.5;1.0;6.3;12.6;0.500;0.500;0;0;0.0;0.0;0.0;0.0;;0.500;100.0;0.0;0.0;0.00
HEIMANN Gergő;2023-24;Atomerőmű SE;1;9;9.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;2;0.0;2.0;0.0;12.1;0.000;0;2;0.0;2.0;0.0;12.1;0.000;0.000;0;0;0.0;0.0;0.0;0.0;;0.000;0.0;0.0;100.0;0.00
FEHÉRVÁRI Csegő;2023-24;Kaposvár;2;9;4.5;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;2;0.0;1.0;0.0;12.0;0.000;0;2;0.0;1.0;0.0;12.0;0.000;0.000;0;0;0.0;0.0;0.0;0.0;;0.000;0.0;0.0;100.0;0.00
ARNOLD Botond;2024-25;Atomerőmű SE;4;9;2.3;4;1.0;23.9;2;3;0.5;0.8;12.0;17.9;0.667;0;0;0.0;0.0;0.0;0.0;;2;3;0.5;0.8;12.0;17.9;0.667;0;0;0.0;0.0;0.0;0.0;;2;3;0.5;0.8;12.0;17.9;0.667;0.667;0;0;0.0;0.0;0.0;0.0;;0.667;100.0;0.0;0.0;0.00
BOTKA Botond;2022-23;Kecskemét;4;8;2.0;3;0.8;20.8;0;1;0.0;0.3;0.0;6.9;0.000;0;0;0.0;0.0;0.0;0.0;;0;1;0.0;0.3;0.0;6.9;0.000;1;1;0.3;0.3;6.9;6.9;1.000;1;2;0.3;0.5;6.9;13.8;0.500;0.750;0;0;0.0;0.0;0.0;0.0;;0.750;50.0;0.0;50.0;0.00
VÁMOS Ádám;2023-24;Bp. Honvéd;5;8;1.6;2;0.4;14.0;1;1;0.2;0.2;7.0;7.0;1.000;0;0;0.0;0.0;0.0;0.0;;1;1;0.2;0.2;7.0;7.0;1.000;0;2;0.0;0.4;0.0;14.0;0.000;1;3;0.2;0.6;7.0;21.0;0.333;0.333;0;0;0.0;0.0;0.0;0.0;;0.333;33.3;0.0;66.7;0.00
HANSEN Dániel;2023-24;Falco KC;4;8;2.0;0;0.0;0.0;0;1;0.0;0.3;0.0;6.6;0.000;0;0;0.0;0.0;0.0;0.0;;0;1;0.0;0.3;0.0;6.6;0.000;0;0;0.0;0.0;0.0;0.0;;0;1;0.0;0.3;0.0;6.6;0.000;0.000;0;0;0.0;0.0;0.0;0.0;;0.000;100.0;0.0;0.0;0.00
TÓTH Patrik;2023-24;Kecskemét;4;8;2.0;3;0.8;20.7;0;1;0.0;0.3;0.0;6.9;0.000;0;0;0.0;0.0;0.0;0.0;;0;1;0.0;0.3;0.0;6.9;0.000;1;1;0.3;0.3;6.9;6.9;1.000;1;2;0.3;0.5;6.9;13.8;0.500;0.750;0;0;0.0;0.0;0.0;0.0;;0.750;50.0;0.0;50.0;0.00
TÓTH-ERDEI Máté;2023-24;Körmend;3;8;2.7;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;;0;2;0.0;0.7;0.0;13.4;0.000;0.000;0.0;0.0;0.0;0.00
SÁGODI Róbert;2024-25;DEAC;2;8;4.2;2;1.0;13.4;1;1;0.5;0.5;6.7;6.7;1.000;0;0;0.0;0.0;0.0;0.0;;1;1;0.5;0.5;6.7;6.7;1.000;0;1;0.0;0.5;0.0;6.7;0.000;1;2;0.5;1.0;6.7;13.4;0.500;0.500;0;0;0.0;0.0;0.0;0.0;;0.500;50.0;0.0;50.0;0.00
KELLER Bendegúz;2024-25;Sopron;6;8;1.3;4;0.7;26.6;1;1;0.2;0.2;6.6;6.6;1.000;0;0;0.0;0.0;0.0;0.0;;1;1;0.2;0.2;6.6;6.6;1.000;0;1;0.0;0.2;0.0;6.6;0.000;1;2;0.2;0.3;6.6;13.3;0.500;0.500;2;2;0.3;0.3;13.3;13.3;1.000;0.690;50.0;0.0;50.0;1.00
HANSEN Dániel;2022-23;Falco KC;3;7;2.3;0;0.0;0.0;0;1;0.0;0.3;0.0;8.2;0.000;0;0;0.0;0.0;0.0;0.0;;0;1;0.0;0.3;0.0;8.2;0.000;0;0;0.0;0.0;0.0;0.0;;0;1;0.0;0.3;0.0;8.2;0.000;0.000;0;0;0.0;0.0;0.0;0.0;;0.000;100.0;0.0;0.0;0.00
TÓTH Balázs;2022-23;Kecskemét;4;7;1.8;2;0.5;15.3;1;1;0.3;0.3;7.6;7.6;1.000;0;0;0.0;0.0;0.0;0.0;;1;1;0.3;0.3;7.6;7.6;1.000;0;0;0.0;0.0;0.0;0.0;;1;1;0.3;0.3;7.6;7.6;1.000;1.000;0;2;0.0;0.5;0.0;15.3;0.000;0.526;100.0;0.0;0.0;2.00
GERA Ferenc;2023-24;Kecskemét;2;7;3.5;2;1.0;16.1;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;;2;2;1.0;1.0;16.1;16.1;1.000;1.111;0.0;0.0;0.0;0.00
ANGYAL Medárd;2023-24;NKA Pécs;2;7;3.5;2;1.0;14.5;0;1;0.0;0.5;0.0;7.3;0.000;1;1;0.5;0.5;7.3;7.3;1.000;1;2;0.5;1.0;7.3;14.5;0.500;0;0;0.0;0.0;0.0;0.0;;1;2;0.5;1.0;7.3;14.5;0.500;0.500;0;0;0.0;0.0;0.0;0.0;;0.500;50.0;50.0;0.0;0.00
KAZY Balázs;2023-24;NKA Pécs;3;7;2.3;3;1.0;22.7;0;0;0.0;0.0;0.0;0.0;;0;1;0.0;0.3;0.0;7.6;0.000;0;1;0.0;0.3;0.0;7.6;0.000;1;1;0.3;0.3;7.6;7.6;1.000;1;2;0.3;0.7;7.6;15.2;0.500;0.750;0;0;0.0;0.0;0.0;0.0;;0.750;0.0;50.0;50.0;0.00
RAVASZ Márk;2024-25;PVSK;2;7;3.4;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;0;0.0;0.0;0.0;0.0;;0;1;0.0;0.5;0.0;8.1;0.000;0;1;0.0;0.5;0.0;8.1;0.000;0.000;0;0;0.0;0.0;0.0;0.0;;0.000;0.0;0.0;100.0;0.00
KOVÁCS Áron;2024-25;ZTE;8;7;0.9;2;0.3;14.6;1;1;0.1;0.1;7.3;7.3;1.000;0;0;0.0;0.0;0.0;0.0;;1;1;0.1;0.1;7.3;7.3;1.000;0;0;0.0;0.0;0.0;0.0;;1;1;0.1;0.1;7.3;7.3;1.000;1.000;0;0;0.0;0.0;0.0;0.0;;1.000;100.0;0.0;0.0;0.00
